ac,offense,address,date,district
C, THEFT 2D FROM BUILDING, 6400 N ALBERTA ST, 7/16/2018, P1
C, THEFT 3D ALL OTHER, 6700 N CEDAR RD, 7/19/2018, P1
C, THEFT 3D FROM BUILDING, 6700 N CEDAR RD, 7/19/2018, P1
C, ASSAULT 1D, 9900 N FIRCREST CT, 7/19/2018, P1
C, IBR, Purposes, Only, -, All, Other, Larceny W JOSEPH, AVE / N WASHINGTON ST, 7/20/2018, P1
C, THEFT 1D FROM MOTOR VEHICLE, 5500 N WALL ST, 7/16/2018, P2
C, THEFT 3D ALL OTHER, 0 W LACROSSE AVE, 7/19/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 4300 N HAWTHORNE ST, 7/15/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 1200 W CENTRAL AVE, 7/15/2018, P1
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 4100 N LINCOLN ST, 7/18/2018, P2
C, ARSON-1D N OAK, ST / W LIBERTY AVE, 7/19/2018, P1
C, ASSAULT 2D, 2000 W WELLESLEY AVE, 7/15/2018, P1
C, BURGLARY 2D COMMERCIAL, 2300 W WELLESLEY AVE, 7/17/2018, P1
C, BURGLARY-RESIDENTIAL, 2900 W DALTON AVE, 7/17/2018, P2
C, ROBBERY 1D COMMERCIAL (NOT PURSE SNATCHING), 2500 W WELLESLEY AVE, 7/15/2018, P1
C, THEFT OF MOTOR VEHICLE, 4800 N ELM ST, 7/18/2018, P1
C, THEFT 2D FROM BUILDING, 3100 W WELLESLEY AVE, 7/17/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 2300 W WELLESLEY AVE, 7/20/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 4600 N AUBREY, L, WHITE PKWY, 7/20/2018, P1
C, THEFT 3D ALL OTHER, 5500 N LOMA DR, 7/16/2018, P1
C, THEFT 3D ALL OTHER, 2000 W WELLESLEY AVE, 7/17/2018, P1
C, THEFT 3D ALL OTHER, 3400 W GARLAND AVE, 7/18/2018, P1
C, THEFT 3D ALL OTHER, 6000 N ASSEMBLY ST, 7/19/2018, P1
A, THEFT 3D FROM MOTOR VEHICLE, 2900 W ROCKWELL AVE, 7/17/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 2500 N NETTLETON ST, 7/18/2018, P1
A, THEFT 3D FROM MOTOR VEHICLE, 2300 W WELLESLEY AVE, 7/20/2018, P1
C, THEFT 3D SHOPLIFTING, 2300 W WELLESLEY AVE, 7/15/2018, P1
C, THEFT 3D SHOPLIFTING, 2500 W WELLESLEY AVE, 7/21/2018, P1
C, THEFT-CITY (Shoplifting), 2300 W WELLESLEY AVE, 7/20/2018, P1
A, VEHICLE PROWLING 2D, 2100 W GRACE AVE, 7/18/2018, P1
C, BURGLARY-RESIDENTIAL, 1400 W EUCLID AVE, 7/19/2018, P1
A, ROBBERY 1D PERSON (NOT PURSE SNATCHING), 1600 W NORTHWEST BLVD, 7/15/2018, P1
C, THEFT OF MOTOR VEHICLE, 3200 N LINCOLN ST, 7/15/2018, P1
C, THEFT OF MOTOR VEHICLE, 3200 N WASHINGTON ST, 7/16/2018, P1
C, THEFT OF MOTOR VEHICLE, 1100 W NORTHWEST BLVD, 7/20/2018, P1
C, THEFT 1D POCKET PICKING N ATLANTIC, ST / W BUCKEYE AVE, 7/18/2018, P2
C, THEFT 2D FROM MOTOR VEHICLE, 1000 W CHELAN AVE, 7/18/2018, P1
C, THEFT 3D FROM BUILDING, 1600 W NORTHWEST BLVD, 7/15/2018, P1
C, THEFT 3D FROM BUILDING, 2000 W MANSFIELD AVE, 7/21/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 1600 W NORTHWEST BLVD, 7/15/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 2600 N CALISPEL ST, 7/15/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 2100 N MONROE ST, 7/16/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 1800 N DIVISION ST, 7/16/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 2400 N WASHINGTON ST, 7/19/2018, P2
A, THEFT 3D FROM MOTOR VEHICLE, 1300 N ATLANTIC ST, 7/20/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 1400 N ATLANTIC ST, 7/20/2018, P2
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 1400 N DIVISION ST, 7/19/2018, P2
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 2400 N DIVISION ST, 7/19/2018, P2
C, VEHICLE PROWLING 2D FROM VEHICLE, 3200 N LINCOLN ST, 7/20/2018, P2
A, VEHICLE PROWLING 2D, 100 W PARK PL, 7/16/2018, P2
C, THEFT 2D FROM BUILDING, 1100 N MONROE ST, 7/16/2018, P2
C, THEFT 2D FROM MOTOR VEHICLE, 100 W NORTH RIVER DR, 7/15/2018, P2
C, THEFT 3D ALL OTHER, 300 N MONROE ST, 7/17/2018, P2
C, THEFT 3D FROM BUILDING, 900 N MONROE ST, 7/16/2018, P2
A, THEFT 3D FROM MOTOR VEHICLE, 100 W CATALDO AVE, 7/20/2018, P2
C, BURGLARY 2D COMMERCIAL, 1400 W BROADWAY AVE, 7/18/2018, P1
C, BURGLARY 2D COMMERCIAL, 1200 W SUMMIT PKWY, 7/21/2018, P2
C, BURGLARY 2D FENCED AREA, 600 N OAK ST, 7/18/2018, P2
C, BURGLARY 2D GARAGE, 2300 W GARDNER AVE, 7/20/2018, P2
C, BURGLARY-RESIDENTIAL, 1800 W DEAN AVE, 7/18/2018, P1
C, MAIL THEFT, 1700 W BOONE AVE, 7/17/2018, P2
C, RAPE OF A CHILD 3D, NA, 7/18/2018, P2
C, RAPE 3D, NA, 7/18/2018, P2
C, ROBBERY 1D ALL EXCEPT PURSE SNATCHING, 2300 W BROADWAY AVE, 7/19/2018, P1
C, ROBBERY 1D ALL EXCEPT PURSE SNATCHING, 2100 W OHIO AVE, 7/19/2018, P1
C, THEFT OF MOTOR VEHICLE, 1600 N BELT ST, 7/15/2018, P1
C, THEFT OF MOTOR VEHICLE, 1300 W BOONE AVE, 7/19/2018, P1
C, THEFT OF MOTOR VEHICLE, 1400 W HIGHLINE LN, 7/20/2018, P1
C, THEFT 2D FROM MOTOR VEHICLE, 1000 N ASH ST, 7/15/2018, P2
C, THEFT 2D FROM MOTOR VEHICLE, 2400 W BRIDGE AVE, 7/19/2018, P2
C, THEFT 2D FROM MOTOR VEHICLE, 1500 W HIGHLINE LN, 7/20/2018, P2
C, THEFT 3D ALL OTHER, 1300 W BOONE AVE, 7/15/2018, P2
C, THEFT 3D ALL OTHER, 1000 N CEDAR ST, 7/17/2018, P2
C, THEFT 3D ALL OTHER, 1100 W MALLON AVE, 7/17/2018, P2
C, THEFT 3D ALL OTHER, 1000 W AUGUSTA AVE, 7/18/2018, P2
C, THEFT 3D ALL OTHER, 1000 W SUMMIT PKWY, 7/20/2018, P2
C, THEFT 3D FROM BUILDING, 800 N SUMMIT BLVD, 7/17/2018, P2
C, THEFT 3D FROM BUILDING, 1400 W BROADWAY AVE, 7/18/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 1500 W GARDNER AVE, 7/15/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 1400 W BROADWAY AVE, 7/16/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 1800 W SUMMIT PKWY, 7/17/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 2200 W BRIDGE AVE, 7/17/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 2000 W SUMMIT PKWY, 7/19/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 2000 W BRIDGE AVE, 7/19/2018, P1
C, THEFT 3D FROM MOTOR VEHICLE, 2000 W SUMMIT PKWY, 7/19/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 1800 W BRIDGE AVE, 7/19/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 1500 W GARDNER AVE, 7/21/2018, P2
C, THEFT 3D SHOPLIFTING, 2200 W BROADWAY AVE, 7/16/2018, P2
C, THEFT-CITY FROM BUILDING, 800 N SUMMIT BLVD, 7/18/2018, P1
A, VEHICLE PROWLING 2D, 1500 W BROADWAY AVE, 7/18/2018, P2
A, VEHICLE PROWLING 2D, 700 N CEDAR ST, 7/19/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 2800 W ELLIOTT DR, 7/20/2018, P2
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 2800 W ELLIOTT DR, 7/20/2018, P2
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 2800 W ELLIOTT DR, 7/20/2018, P2
C, ASSAULT 2D, 5500 N DIVISION ST, 7/16/2018, P3
C, ASSAULT 2D, 200 E WEDGEWOOD AVE, 7/16/2018, P1
C, ASSAULT 2D, 1000 E SHARPSBURG AVE, 7/17/2018, P3
C, BURGLARY 2D COMMERCIAL, 9300 N NEWPORT HWY, 7/16/2018, P4
C, BURGLARY 2D COMMERCIAL, 700 E RICH AVE, 7/21/2018, P4
C, BURGLARY 2D FENCED AREA, 600 E HOLLAND AVE, 7/18/2018, P3
C, BURGLARY 2D FENCED AREA, 600 E HOLLAND AVE, 7/18/2018, P3
C, BURGLARY 2D FENCED AREA, 600 E HOLLAND AVE, 7/18/2018, P3
C, BURGLARY 2D GARAGE, 1200 E EVERETT AVE, 7/16/2018, P3
C, BURGLARY 2D GARAGE, 1700 E LINCOLN RD, 7/19/2018, P3
C, BURGLARY-RESIDENTIAL, 0 E LACROSSE AVE, 7/20/2018, P4
C, BURGLARY-RESIDENTIAL, 500 E EUCLID AVE, 7/20/2018, P4
C, HARASSMENT FELONY WEAPON INVOLVED, 3700 N NEVADA ST, 7/17/2018, P3
C, RETAIL THEFT WITH SPECIAL CIRCUMSTANCES, 9700 N NEWPORT HWY, 7/15/2018, P3
C, ROBBERY 1D COMMERCIAL (NOT PURSE SNATCHING), 6500 N NEVADA ST, 7/17/2018, P3
C, ROBBERY 1D PERSON (NOT PURSE SNATCHING), 6200 N ASTOR ST, 7/20/2018, P3
C, ROBBERY 1D ALL EXCEPT PURSE SNATCHING, 800 E PROVIDENCE AVE, 7/18/2018, P3
C, THEFT OF MOTOR VEHICLE, 5600 N LIDGERWOOD ST, 7/17/2018, P3
C, THEFT OF MOTOR VEHICLE, 500 E HOFFMAN AVE, 7/18/2018, P3
C, THEFT OF MOTOR VEHICLE, 1000 E SHARPSBURG AVE, 7/18/2018, P4
C, THEFT OF MOTOR VEHICLE, 8700 N COLTON ST, 7/20/2018, P2
C, THEFT 2D ALL OTHER, 4700 N DIVISION ST, 7/20/2018, P2
C, THEFT 2D FROM MOTOR VEHICLE, 200 E GORDON AVE, 7/19/2018, P3
C, THEFT 2D FROM MOTOR VEHICLE, 1000 E COZZA DR, 7/20/2018, P3
C, THEFT 2D VEHICLE PARTS OR ACCESSORIES, 1100 E EVERETT AVE, 7/17/2018, P3
C, THEFT 2D SHOPLIFTING, 9100 N NEWPORT HWY, 7/16/2018, P3
C, THEFT 2D SHOPLIFTING, 9100 N NEWPORT HWY, 7/16/2018, P3
C, THEFT 3D ALL OTHER, 7100 N HAMILTON ST, 7/16/2018, P3
C, THEFT 3D ALL OTHER, 1000 E CENTRAL AVE, 7/16/2018, P3
C, THEFT 3D ALL OTHER, 7000 N WISCOMB ST, 7/16/2018, P3
C, THEFT 3D ALL OTHER, 300 E DALTON AVE, 7/17/2018, P3
A, THEFT 3D ALL OTHER, 900 E LIBERTY AVE, 7/19/2018, P3
C, THEFT 3D ALL OTHER, 1600 E HOUGHTON CT, 7/19/2018, P3
C, THEFT 3D FROM BUILDING, 0 E WEILE AVE, 7/16/2018, P3
C, THEFT 3D FROM BUILDING, 1000 E WELLESLEY AVE, 7/17/2018, P3
C, THEFT 3D FROM BUILDING, 7400 N STANDARD ST, 7/18/2018, P3
C, THEFT 3D FROM BUILDING, 6700 N NEVADA ST, 7/18/2018, P3
C, THEFT 3D FROM BUILDING, 5900 N LIDGERWOOD ST, 7/19/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE E COZZA, DR / N DIVISION ST, 7/16/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 9200 N COLTON ST, 7/16/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE E KIERNAN, AVE / N NEVADA ST, 7/17/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 9500 N DIVISION ST, 7/17/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 4700 N DIVISION ST, 7/17/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 7600 N DIVISION ST, 7/17/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 6000 N WISCOMB ST, 7/18/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 7800 N MORTON ST, 7/18/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 400 E BRIDGEPORT AVE, 7/18/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 7100 N HELENA ST, 7/18/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 9700 N NEWPORT HWY, 7/19/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 0 E EMPIRE AVE, 7/21/2018, P3
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 7800 N MORTON ST, 7/18/2018, P3
C, THEFT 3D VEHICLE PARTS OR ACCESSORIES, 7800 N MORTON ST, 7/20/2018, P3
C, THEFT 3D SHOPLIFTING, 4700 N DIVISION ST, 7/15/2018, P3
C, THEFT 3D SHOPLIFTING, 4700 N DIVISION ST, 7/15/2018, P3
C, THEFT 3D SHOPLIFTING, 4700 N DIVISION ST, 7/16/2018, P3
C, THEFT 3D SHOPLIFTING, 9200 N COLTON ST, 7/17/2018, P3
C, THEFT 3D SHOPLIFTING, 4700 N DIVISION ST, 7/18/2018, P3
C, THEFT 3D SHOPLIFTING, 4700 N DIVISION ST, 7/20/2018, P3
C, THEFT 3D SHOPLIFTING, 4700 N DIVISION ST, 7/20/2018, P3
C, THEFT 3D SHOPLIFTING, 5800 N DIVISION ST, 7/21/2018, P3
C, THEFT 3D SHOPLIFTING, 4700 N DIVISION ST, 7/21/2018, P3
C, THEFT 3D SHOPLIFTING, 6500 N DIVISION ST, 7/21/2018, P2
C, THEFT-CITY (Shoplifting), 6600 N DIVISION ST, 7/15/2018, P4
C, THEFT-CITY (Shoplifting), 9200 N COLTON ST, 7/15/2018, P3
C, THEFT-CITY (Shoplifting), 900 E EMPIRE AVE, 7/21/2018, P4
C, THEFT-CITY (Shoplifting), 6700 N DIVISION ST, 7/21/2018, P1
C, VEHICULAR ASSAULT E BRIDGEPORT, AVE / N STANDARD ST, 7/21/2018, P2
C, BURGLARY 2D GARAGE, 5400 N CRESTLINE ST, 7/17/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE, 1400 E BISMARK AVE, 7/18/2018, P3
C, THEFT 3D FROM MOTOR VEHICLE N PITTSBURG, ST / E NORTH AVE, 7/19/2018, P4
C, THEFT-CITY FROM BUILDING, 5300 N MARTIN ST, 7/20/2018, P4
C, ASSAULT 4D WEAPON OR NEGLIGENT INJURY, 2700 E GARLAND AVE, 7/18/2018, P4
C, ASSAULT 2D, 1400 E WALTON AVE, 7/19/2018, P4
C, BURGLARY 1D FROM RESIDENCE, 2000 E LONGFELLOW AVE, 7/16/2018, P4
C, BURGLARY 2D FENCED AREA, 1400 E GLASS AVE, 7/19/2018, P4
C, THEFT OF MOTOR VEHICLE, 2200 E NORTH CRESCENT AVE, 7/18/2018, P4
C, THEFT OF MOTOR VEHICLE, 3500 N MARKET ST, 7/19/2018, P4
C, THEFT 1D POCKET PICKING, 3900 N MARKET ST, 7/18/2018, P4
C, THEFT 2D FROM BUILDING, 1400 E OSTRANDER AVE, 7/16/2018, P3
C, THEFT 3D ALL OTHER E EUCLID, AVE / N CRESTLINE ST, 7/18/2018, P4
C, THEFT 3D ALL OTHER, 1700 E DALTON AVE, 7/18/2018, P2
C, THEFT 3D FROM MOTOR VEHICLE, 2200 E LACROSSE AVE, 7/19/2018, P4
